id,página,difunto/evento (probable),tipo,términos,voz,1ª persona,motivo clasif.,cita / contexto
545,607,Emperatriz María (†1603),muerte,muerte,diario,,cuerpo del diario,Primer aniversario de la muerte de la
546,609,Emperatriz María (†1603),ceremonia,difunta,diario,sí,cuerpo del diario,El 3 de abril volví a recibir a los testamentarios de la difunta Emperatriz
547,610,Emperador/triz (?),muerte,falleció,diario,sí,cuerpo del diario,"El 25 de madrugada, entre las 4 y las 5, falleció don Pedro de Médicis, hermano del gran"
548,610,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,y el mismo día el difunto don
549,610,(general / otros),ceremonia,enterrado,diario,,cuerpo del diario,Pedro de Médicis fue enterrado con mucha suntuosidad y sentimiento
550,611,Emperatriz María (†1603),muerte,falleció,diario,sí,cuerpo del diario,"También ese día falleció en Valladolid el confesor del rey, el padre fray Gaspar de"
551,613,Reina (?),muerte,falleció,diario,,cuerpo del diario,"El 2 de agosto falleció el conde de Alba de Aliste, consejero privado 1604"
552,613,Emperatriz María (†1603),ceremonia,difunta,diario,sí,cuerpo del diario,duque de Lerma varios asuntos relativos al testamento de la difunta
553,613,Emperatriz María (†1603),muerte,falleció,diario,sí,cuerpo del diario,"El 2 falleció mi casero de Valladolid, Diego Mudarra, Dios se apiade de"
554,614,Emperatriz María (†1603),ceremonia,difunta,diario,sí,cuerpo del diario,importantes referentes al testamento de la difunta Emperatriz y otras
555,615,Infante/a,muerte,fallecimiento,diario,sí,cuerpo del diario,"mientras, por causa de su fallecimiento, su esposa, doña Beatriz de"
556,617,Felipe II (†1598),ceremonia,entierro,diario,,cuerpo del diario,Entierro del saboyano
557,619,Príncipe (heredero),muerte,falleció,diario,sí,cuerpo del diario,"El 9 falleció de viruela en Valladolid el mayor de los Saboya, el príncipe Felipe Emanuel, de 18 años de edad"
558,619,Emperatriz María (†1603),ceremonia,difunta,diario,,cuerpo del diario,testamento de la difunta Emperatriz
559,619,Emperatriz María (†1603),ceremonia,enterrado,diario,sí,cuerpo del diario,El 13 fue enterrado
560,619,Reina (?),muerte,fallecido,diario,sí,cuerpo del diario,suntuosamente en San Lorenzo El Real el citado príncipe saboyano fallecido
561,620,Archiduque/esa,muerte,falleció,diario,,cuerpo del diario,El 3 falleció el papa Clemente VIII Aldobrandino
562,620,Archiduque/esa,ceremonia,difunto,diario,sí,cuerpo del diario,"a su hijo, el señor Francisco Cristóbal, y al hijo de nuestro difunto primo el señor Mauricio Cristóbal, el señor Agustín Khevenhüller"
563,621,Papa/Pontífice,muerte,falleció,diario,,cuerpo del diario,El 26 falleció el
564,626,Emperatriz María (†1603),ceremonia,difunta,diario,sí,cuerpo del diario,los escritos de los testamentarios de la difunta Emperatriz relativos a la ejecución de su testamento
565,633,(general / otros),ceremonia,enterrado,diario,,cuerpo del diario,Nuremberg y fue enterrado en la iglesia de san Juan
566,633,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"muerte del rey y su viaje definitivo a la Corte de Suecia, en 1636, logró entrevistarse con Cristina"
567,635,(general / otros),ceremonia,enterrado,diario,,cuerpo del diario,Fue enterrado
568,639,Emperador Rodolfo II,ceremonia,entierro,diario,,cuerpo del diario,para el entierro
569,639,Emperador/triz (?),muerte,murió,diario,,cuerpo del diario,Será la última vez (murió el 16-VIII-1613)
570,654,Príncipe don Carlos,muerte,muerte,aparato,,rango estudio/inventario,"la «Relazión de la prisión y muerte del Príncipe de España, don Carlos»"
571,659,(general / otros),ceremonia,cadáver,diario,,cuerpo del diario,¡Pero aún con el cadáver caliente de Cánovas escribe a
572,662,(general / otros),ceremonia,pésame,diario,,cuerpo del diario,"de todos los países, ya recomendando a alguien, ya dando pésames"
573,673,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,Elegí el año de 1598 por ser el de la muerte de Felipe II
574,684,Archiduque/esa,muerte,fallecido,diario,,cuerpo del diario,"que ha fallecido la archiduquesa Gregoria Maximiliana, que iba a ser su"
575,687,(general / otros),ceremonia,pésame,diario,,cuerpo del diario,que casi todos los príncipes han dado el pésame al rey y los reales hijos
576,693,Príncipe (heredero),muerte,fallecimiento,diario,,cuerpo del diario,"fallecimiento de la mayor, se quiere optar por la otra hermana"
577,703,Emperatriz María (†1603),muerte,fallecimiento,diario,,cuerpo del diario,fallecimiento de su esposa
578,703,Cardenal,muerte,falleció,diario,sí,cuerpo del diario,"Hace 8 días falleció monseñor Dancoma de una elevada fiebre, como"
579,708,Emperatriz María (†1603),muerte,fallecimiento,diario,,cuerpo del diario,Sobre el fallecimiento del rey así como sobre otras muchas cosas
580,710,(general / otros),ceremonia,enterrar,diario,,cuerpo del diario,"mismo da la orden como le han de enterrar los frayles, que han de entrevenir los orramentos y colgaduras, que para esto han de servir, y"
581,710,(general / otros),ceremonia,túmulo,diario,,cuerpo del diario,como han de hazer el tumulo no sea demassiado halto para no ahamos
582,713,Emperatriz María (†1603),ceremonia,entierro,diario,,cuerpo del diario,creo que después del entierro de su padre vendrá junto con la infanta
583,714,(general / otros),ceremonia,"muerte, pésame",diario,,cuerpo del diario,Estoy decidido a dar el pésame al rey por la muerte de su padre en
584,714,(general / otros),ceremonia,duelo,diario,,cuerpo del diario,"exigen la demostración del duelo, además de las bodas que se avecinan"
585,714,Felipe II (†1598),ceremonia,"difunto, falleció",diario,,cuerpo del diario,"de la enfermedad del difunto rey y de cómo y cuándo falleció Su Majestad, de bendito recuerdo, a través del correo Jacobo, y antes informé por"
586,715,Infante/a,muerte,fallecimiento,diario,,cuerpo del diario,"Solo deseo informar reverentemente que tras el fallecimiento del rey el pasado 13 de septiembre, el joven señor partió de El Escorial el día 16 y llegó el 17 por tarde junto con la señora infanta, su hermana, a Las Descalzas, donde se encuentra la Emperatriz, mi más"
587,715,Emperatriz María (†1603),muerte,falleció,diario,,cuerpo del diario,"El mismo día que falleció su padre, el joven rey nombró al marqués"
588,715,(general / otros),ceremonia,difunta,diario,,cuerpo del diario,"cuerpo y gestos a su difunta madre, que es de maravillar"
589,715,Emperatriz María (†1603),ceremonia,exequias,diario,,cuerpo del diario,"marchar a Barcelona a su boda y a la de su hermana, a la que ha decidido acompañar, nada más terminar las exequias de su padre"
590,716,Felipe II (†1598),ceremonia,"exequias, funeral",diario,,cuerpo del diario,Las exequias reales y el funeral tendrán lugar seguramente dentro de 25 días en San Jerónimo
591,716,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,"El difunto rey ha ordenado, entre otras cosas, en su testamento"
592,716,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,"me comunica en ellos sobre la sucesión húngara, alabado sea Dios, con orden de comunicarlo benignamente al rey difunto"
593,716,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,"sabía desde hacía un tiempo cómo el rey difunto estaba actuando en este tema, ni este asunto ni otros deberían parecerle raros, ya"
594,717,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,"El difunto rey, como bien conocía V"
595,717,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,sigilo (como sucedió con el rey difunto dentro y fuera de estos reinos)
596,718,Archiduque/esa,ceremonia,luto,diario,,cuerpo del diario,Al anterior se adjuntan ropas de luto y otras cosas con las que he
597,718,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"Después de la muerte del rey, aquí se ha oído que el archiduque Alberto ha enviado la promesa también al papa, por la que enviará los"
598,719,(general / otros),ceremonia,difunto,diario,,cuerpo del diario,refiriera sobre las victorias del difunto padre
599,719,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,Hoy también he hablado con el guardajoyas del difunto rey y le he
600,719,Felipe II (†1598),ceremonia,"difunto, muerte",diario,,cuerpo del diario,"), el camarero del difunto rey que le asistió en todas sus enfermedades hasta su muerte con gran amor y empeño, y ha confirmado"
601,719,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,000 ducados como indicó el difunto en su testamento
602,720,Emperatriz María (†1603),ceremonia,difunto,diario,,cuerpo del diario,"difunto rey, en el que se solicita que pueda traer aquí a la archiduquesa"
603,720,Emperatriz María (†1603),muerte,murió,diario,,cuerpo del diario,"en la copia del escrito que se anexa, hecha cuando murió el"
604,720,Emperatriz María (†1603),ceremonia,difunto,diario,,cuerpo del diario,"difunto rey, asunto en el cual la Emperatriz también estaba de acuerdo"
605,720,Felipe II (†1598),ceremonia,difunto,diario,sí,cuerpo del diario,reenvío (pues estaba a nombre del difunto rey) lo ha recibido el actual
606,721,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,"Esto estaba en negociación con el difunto rey, pero con el actual no he"
607,721,Emperatriz María (†1603),ceremonia,"difunto, honras, honras fúnebres",diario,sí,cuerpo del diario,El 18 tuvieron lugar las honras fúnebres del difunto rey en San Jerónimo en presencia del actual rey y de su hermana la infanta y el 19 terminaron
608,722,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,que realizar el juramento como senescales del difunto rey
609,725,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,tiempos del difunto rey mantenía y guardaba la correspondencia confidencial entre el actual rey y el marqués de Denia (cuando era virrey de
610,726,Felipe II (†1598),ceremonia,difunto,diario,,cuerpo del diario,Lo que sucedió en los últimos días de la enfermedad del rey difunto
611,726,Felipe II (†1598),muerte,fallecimiento,diario,,cuerpo del diario,hasta su fallecimiento podrá verlo V
612,731,Emperatriz María (†1603),muerte,muerte,diario,,cuerpo del diario,000 después de su muerte
613,731,Cardenal,muerte,fallecimiento,diario,,cuerpo del diario,"de Malaspina, para cumplir con los rituales por el fallecimiento del padre del rey y la sucesión"
614,737,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,"murió, sin embargo, poco después de cumplir siete años"
615,737,Felipe II (†1598),muerte,murió,diario,,cuerpo del diario,Felipe fue Felipe III y murió con cuarenta y tres años y María murió a los tres años y
616,737,Felipe II (†1598),muerte,falleció,diario,,cuerpo del diario,"La propia reina Ana falleció muy joven, a los treinta y un"
617,738,Felipe II (†1598),muerte,muerte,diario,,cuerpo del diario,"Fernando, dedicándole más reflexión a la muerte de su hermanito Carlos"
618,742,Príncipe (heredero),muerte,murió,diario,,cuerpo del diario,"Sin embargo, murió el 18 de octubre de 1578"
619,742,Príncipe (heredero),muerte,muerte,diario,,cuerpo del diario,su muerte causó una gran «desolación»
620,749,Felipe II (†1598),muerte,murió,aparato,,rango estudio/inventario,"Murió precisamente, en 1614"
621,749,Príncipe (heredero),muerte,fallecido,aparato,,rango estudio/inventario,haya pintado a Idiáquez porque hubiera fallecido ya
